question,topic,confidence,btc_direction
Will the price of XRP be above $3.12 on September 10 at 12PM ET?,other,0.422,0
"Will the price of Ethereum be less than $4,200 on September 10 at 12PM ET?",Ethereum price target,0.651,1
"Will the price of Ethereum be between $4,325 and $4,350 on September 10 at 12PM ET?",Ethereum price target,0.755,1
"Will the price of Ethereum be between $4,350 and $4,375 on September 10 at 12PM ET?",Ethereum price target,0.747,1
"Will the price of Ethereum be between $4,375 and $4,400 on September 10 at 12PM ET?",Ethereum price target,0.737,1
"Will the price of Ethereum be between $4,400 and $4,425 on September 10 at 12PM ET?",Ethereum price target,0.742,1
"Will the price of Ethereum be greater than $4,425 on September 10 at 12PM ET?",Ethereum price target,0.704,1
Will the price of Solana be between $214 and $216 on September 10 at 12PM ET?,Solana price target,0.617,1
Will the price of Solana be between $216 and $218 on September 10 at 12PM ET?,Solana price target,0.627,1
Will the price of Solana be between $220 and $222 on September 10 at 12PM ET?,Solana price target,0.612,1
Will the price of Solana be between $222 and $224 on September 10 at 12PM ET?,Solana price target,0.636,1
Will the price of Solana be between $224 and $226 on September 10 at 12PM ET?,Solana price target,0.632,1
Will the price of Solana be between $226 and $228 on September 10 at 12PM ET?,Solana price target,0.628,1
Will the price of Solana be between $228 and $230 on September 10 at 12PM ET?,Solana price target,0.615,1
Will the price of XRP be between $2.91 and $2.94 on September 10 at 12PM ET?,other,0.508,0
Will the price of XRP be between $2.97 and $3.00 on September 10 at 12PM ET?,other,0.474,0
Will the price of XRP be between $3.00 and $3.03 on September 10 at 12PM ET?,other,0.467,0
Will the price of XRP be between $3.03 and $3.06 on September 10 at 12PM ET?,other,0.474,0
Will the price of XRP be between $3.06 and $3.09 on September 10 at 12PM ET?,other,0.48,0
"Will the price of Bitcoin be between $112,000 and $112,500 on September 10 at 4PM ET?",Bitcoin price target,0.747,1
"Will the price of Bitcoin be between $112,500 and $113,000 on September 10 at 4PM ET?",Bitcoin price target,0.756,1
"Will the price of Bitcoin be between $113,000 and $113,500 on September 10 at 4PM ET?",Bitcoin price target,0.747,1
"Will the price of Bitcoin be between $113,500 and $114,000 on September 10 at 4PM ET?",Bitcoin price target,0.751,1
"Will the price of Bitcoin be between $114,000 and $114,500 on September 10 at 4PM ET?",Bitcoin price target,0.747,1
"Will the price of Bitcoin be between $115,500 and $116,000 on September 10 at 4PM ET?",Bitcoin price target,0.75,1
"Will the price of Bitcoin be greater than $116,000 on September 10 at 4PM ET?",Bitcoin price target,0.694,1
"Will the price of Bitcoin be above $111,500 on September 10 at 4PM ET?",Bitcoin price target,0.694,1
"Will the price of Bitcoin be above $112,500 on September 10 at 4PM ET?",Bitcoin price target,0.685,1
"Will the price of Bitcoin be above $113,000 on September 10 at 4PM ET?",Bitcoin price target,0.686,1
"Will the price of Bitcoin be above $113,500 on September 10 at 4PM ET?",Bitcoin price target,0.681,1
"Will the price of Bitcoin be above $115,000 on September 10 at 4PM ET?",Bitcoin price target,0.683,1
"Will the price of Bitcoin be above $115,500 on September 10 at 4PM ET?",Bitcoin price target,0.679,1
"Will the price of Bitcoin be above $116,000 on September 10 at 4PM ET?",Bitcoin price target,0.691,1
"Will the price of Bitcoin be above $116,500 on September 10 at 4PM ET?",Bitcoin price target,0.69,1
"Will the price of Ethereum be above $4,325 on September 10 at 4PM ET?",Ethereum price target,0.716,1
"Will the price of Ethereum be above $4,375 on September 10 at 4PM ET?",Ethereum price target,0.713,1
"Will the price of Ethereum be above $4,400 on September 10 at 4PM ET?",Ethereum price target,0.691,1
"Will the price of Ethereum be above $4,425 on September 10 at 4PM ET?",Ethereum price target,0.708,1
"Will the price of Ethereum be above $4,450 on September 10 at 4PM ET?",Ethereum price target,0.694,1
"Will the price of Ethereum be above $4,475 on September 10 at 4PM ET?",Ethereum price target,0.711,1
"Will the price of Ethereum be above $4,500 on September 10 at 4PM ET?",Ethereum price target,0.704,1
"Will the price of Ethereum be above $4,525 on September 10 at 4PM ET?",Ethereum price target,0.712,1
"Will the price of Ethereum be above $4,550 on September 10 at 4PM ET?",Ethereum price target,0.7,1
Will the price of Solana be above $214 on September 10 at 4PM ET?,Solana price target,0.612,1
Will the price of Solana be above $218 on September 10 at 4PM ET?,Solana price target,0.618,1
Will the price of Solana be above $220 on September 10 at 4PM ET?,Solana price target,0.616,1
Will the price of Solana be above $222 on September 10 at 4PM ET?,Solana price target,0.63,1
Will the price of Solana be above $226 on September 10 at 4PM ET?,Solana price target,0.63,1
Will the price of Solana be above $228 on September 10 at 4PM ET?,Solana price target,0.625,1
Will the price of Solana be above $232 on September 10 at 4PM ET?,Solana price target,0.619,1
Will the price of XRP be above $2.85 on September 10 at 4PM ET?,other,0.428,0
Will the price of XRP be above $2.88 on September 10 at 4PM ET?,other,0.428,0
Will the price of XRP be above $2.91 on September 10 at 4PM ET?,other,0.433,0
Will the price of XRP be above $2.94 on September 10 at 4PM ET?,other,0.43,0
Will the price of XRP be above $2.97 on September 10 at 4PM ET?,other,0.43,0
Will the price of XRP be above $3.00 on September 10 at 4PM ET?,other,0.408,0
Will the price of XRP be above $3.03 on September 10 at 4PM ET?,other,0.418,0
Will the price of XRP be above $3.06 on September 10 at 4PM ET?,other,0.415,0
Will the price of XRP be above $3.09 on September 10 at 4PM ET?,other,0.418,0
Will the price of XRP be above $3.15 on September 10 at 4PM ET?,other,0.422,0
"Will the price of Ethereum be between $4,350 and $4,375 on September 10 at 4PM ET?",Ethereum price target,0.752,1
"Will the price of Ethereum be between $4,375 and $4,400 on September 10 at 4PM ET?",Ethereum price target,0.756,1
"Will the price of Ethereum be between $4,500 and $4,525 on September 10 at 4PM ET?",Ethereum price target,0.756,1
"Will the price of Ethereum be greater than $4,550 on September 10 at 4PM ET?",Ethereum price target,0.706,1
Will the price of Solana be between $226 and $228 on September 10 at 4PM ET?,Solana price target,0.633,1
Will the price of Solana be between $230 and $232 on September 10 at 4PM ET?,Solana price target,0.609,1
Will the price of Solana be greater than $234 on September 10 at 4PM ET?,Solana price target,0.648,1
Will the price of XRP be less than $2.88 on September 10 at 4PM ET?,other,0.491,0
Will the price of XRP be between $2.94 and $2.97 on September 10 at 4PM ET?,other,0.499,0
Will the price of XRP be between $2.97 and $3.00 on September 10 at 4PM ET?,other,0.471,0
Will the price of XRP be between $3.00 and $3.03 on September 10 at 4PM ET?,other,0.465,0
Will the price of XRP be between $3.03 and $3.06 on September 10 at 4PM ET?,other,0.473,0
Will Trump’s approval rating be <40.0% on December 31?,other,0.449,0
Will Trump’s approval rating be 42.0–43.9% on December 31?,other,0.426,0
Will Trump’s approval rating be 44.0–45.9% on December 31?,other,0.413,0
Will Trump’s approval rating be 46.0–47.9% on December 31?,other,0.418,0
Will Trump’s approval rating be 48.0–49.9% on December 31?,other,0.417,0
Will Trump’s approval rating be ≥50.0% on December 31?,other,0.401,0
Will the Bank of Canada announce a 50+ bps decrease at the October meeting?,other,0.388,0
Will the Bank of Canada announce an increase at the October meeting?,other,0.39,0
Bank of Japan decreases interest rates after October 2025 meeting?,other,0.498,0
Bank of Japan increases interest rates by 50+ bps after October 2025 meeting?,other,0.418,0
Ethereum Up or Down on September 12?,Ethereum price target,0.561,1
"Will the price of Bitcoin be less than $104,000 on September 17?",Bitcoin price target,0.637,1
"Will the price of Ethereum be above $4,100 on September 17?",Ethereum price target,0.699,1
"Will the price of Bitcoin be between $112,000 and $114,000 on September 17?",Bitcoin price target,0.729,1
"Will the price of Ethereum be above $4,300 on September 17?",Ethereum price target,0.699,1
"Will the price of Ethereum be above $4,400 on September 17?",Ethereum price target,0.696,1
"Will the price of Bitcoin be between $116,000 and $118,000 on September 17?",Bitcoin price target,0.735,1
"Will the price of Ethereum be above $4,500 on September 17?",Ethereum price target,0.701,1
"Will the price of Bitcoin be between $118,000 and $120,000 on September 17?",Bitcoin price target,0.736,1
"Will the price of Ethereum be above $4,900 on September 17?",Ethereum price target,0.692,1
"Will the price of Bitcoin be greater than $122,000 on September 17?",Bitcoin price target,0.672,1
Solana Up or Down on September 12?,other,0.508,0
"Will the price of Bitcoin be above $104,000 on September 17?",Bitcoin price target,0.669,1
"Will the price of Bitcoin be above $110,000 on September 17?",Bitcoin price target,0.664,1
"Will the price of Bitcoin be above $114,000 on September 17?",Bitcoin price target,0.665,1
"Will the price of Bitcoin be above $116,000 on September 17?",Bitcoin price target,0.671,1
"Will the price of Bitcoin be above $118,000 on September 17?",Bitcoin price target,0.671,1
"Will the price of Bitcoin be above $120,000 on September 17?",Bitcoin price target,0.668,1
"Will the price of Bitcoin be above $122,000 on September 17?",Bitcoin price target,0.67,1
"Will the price of Bitcoin be above $124,000 on September 17?",Bitcoin price target,0.67,1
Will the price of Solana be above $170 on September 17?,Solana price target,0.602,1
Will the price of Solana be above $220 on September 17?,Solana price target,0.602,1
Will the price of Solana be above $230 on September 17?,Solana price target,0.601,1
Will the price of Solana be above $270 on September 17?,Solana price target,0.611,1
Will the price of XRP be above $2.60 on September 17?,other,0.425,0
Will the price of XRP be above $2.70 on September 17?,other,0.425,0
Will the price of XRP be above $2.90 on September 17?,other,0.416,0
Will the price of XRP be above $3.20 on September 17?,other,0.409,0
Will the price of XRP be above $3.30 on September 17?,other,0.407,0
Will the price of XRP be above $3.40 on September 17?,other,0.402,0
Will the price of XRP be above $3.50 on September 17?,other,0.416,0
"Will the price of Ethereum be between $4,000 and $4,100 on September 17?",Ethereum price target,0.749,1
"Will the price of Ethereum be between $4,100 and $4,200 on September 17?",Ethereum price target,0.747,1
"Will the price of Ethereum be between $4,500 and $4,600 on September 17?",Ethereum price target,0.754,1
"Will the price of Ethereum be between $4,600 and $4,700 on September 17?",Ethereum price target,0.731,1
"Will the price of Ethereum be between $4,700 and $4,800 on September 17?",Ethereum price target,0.729,1
Will the price of Solana be less than $180 on September 17?,Solana price target,0.588,1
Will the price of Solana be between $220 and $230 on September 17?,Solana price target,0.612,1
Will the price of Solana be between $230 and $240 on September 17?,Solana price target,0.611,1
Will the price of XRP be between $2.70 and $2.80 on September 17?,other,0.496,0
Canada recession in 2025?,other,0.353,0
"Will the price of Bitcoin be above $111,000 on September 10 at 8PM ET?",Bitcoin price target,0.685,1
"Will the price of Bitcoin be above $113,000 on September 10 at 8PM ET?",Bitcoin price target,0.676,1
"Will the price of Bitcoin be above $113,500 on September 10 at 8PM ET?",Bitcoin price target,0.671,1
"Will the price of Bitcoin be above $114,000 on September 10 at 8PM ET?",Bitcoin price target,0.676,1
"Will the price of Bitcoin be above $114,500 on September 10 at 8PM ET?",Bitcoin price target,0.676,1
"Will the price of Bitcoin be above $115,000 on September 10 at 8PM ET?",Bitcoin price target,0.673,1
"Will the price of Bitcoin be between $113,000 and $113,500 on September 10 at 8PM ET?",Bitcoin price target,0.743,1
"Will the price of Bitcoin be between $114,500 and $115,000 on September 10 at 8PM ET?",Bitcoin price target,0.75,1
"Will the price of Bitcoin be between $115,500 and $116,000 on September 10 at 8PM ET?",Bitcoin price target,0.749,1
"Will the price of Ethereum be above $4,300 on September 10 at 8PM ET?",Ethereum price target,0.691,1
"Will the price of Ethereum be above $4,350 on September 10 at 8PM ET?",Ethereum price target,0.685,1
"Will the price of Ethereum be above $4,400 on September 10 at 8PM ET?",Ethereum price target,0.681,1
"Will the price of Ethereum be above $4,450 on September 10 at 8PM ET?",Ethereum price target,0.684,1
"Will the price of Ethereum be above $4,475 on September 10 at 8PM ET?",Ethereum price target,0.702,1
"Will the price of Ethereum be above $4,500 on September 10 at 8PM ET?",Ethereum price target,0.691,1
Will the price of Solana be above $214 on September 10 at 8PM ET?,Solana price target,0.595,1
Will the price of Solana be above $216 on September 10 at 8PM ET?,Solana price target,0.61,1
Will the price of Solana be above $218 on September 10 at 8PM ET?,Solana price target,0.601,1
Will the price of Solana be above $220 on September 10 at 8PM ET?,Solana price target,0.597,1
Will the price of Solana be above $224 on September 10 at 8PM ET?,Solana price target,0.613,1
Will the price of Solana be above $226 on September 10 at 8PM ET?,Solana price target,0.613,1
Will the price of Solana be above $228 on September 10 at 8PM ET?,Solana price target,0.608,1
Will the price of Solana be above $230 on September 10 at 8PM ET?,Solana price target,0.596,1
Will the price of Solana be above $232 on September 10 at 8PM ET?,Solana price target,0.601,1
Will the price of XRP be above $2.88 on September 10 at 8PM ET?,other,0.425,0
Will the price of XRP be above $2.97 on September 10 at 8PM ET?,other,0.426,0
Will the price of XRP be above $3.06 on September 10 at 8PM ET?,other,0.412,0
"Will the price of Ethereum be less than $4,250 on September 10 at 8PM ET?",Ethereum price target,0.644,1
"Will the price of Ethereum be between $4,250 and $4,275 on September 10 at 8PM ET?",Ethereum price target,0.743,1
